"Group","SHA1","ID","Folder","FileName","Title","TransliteratedName","SortTitle","Version","Year","Publisher","Zone","DumpStatus","DumpInfo","Fixed","Trainer","Translation","Pirate","Cracked","Modified","Hack"
005,,005,,,005,,,,,,,,,,,,,,,,,,
midres,,midresu,,,"Midnight Resistance",,,(US),,,,,,,,,,,,,,,
midres,,midresj,,,"Midnight Resistance",,,(Japan),,,,,,,,,,,,,,,
midres,,midres,,,"Midnight Resistance",,,(World),,,,,,,,,,,,,,,
midres,,midresb,,,"Midnight Resistance",,,"(bootleg with 68705)",,,,,,,,,,,,,,,
miexchng,,miexchng,,,"Money Puzzle Exchanger / Money Idol Exchanger",,,,,,,,,,,,,,,,,,
mightguy,,mightguy,,,"Mighty Guy",,,,,,,,,,,,,,,,,,
mikie,,mikiehs,,,Mikie,,,"(High School Graffiti)",,,,,,,,,,,,,,,
mikie,,mikiej,,,"Shinnyuushain Tooru-kun",,,,,,,,,,,,,,,,,,
mikie,,mikie,,,Mikie,,,,,,,,,,,,,,,,,,
mil4000,,mil4000c,,,"Millennium Nuovo 4000",,,"(Version 1.6)",,,,,,,,,,,,,,,
mil4000,,mil4000,,,"Millennium Nuovo 4000",,,"(Version 2.0)",,,,,,,,,,,,,,,
mil4000,,mil4000a,,,"Millennium Nuovo 4000",,,"(Version 1.8)",,,,,,,,,,,,,,,
mil4000,,mil4000b,,,"Millennium Nuovo 4000",,,"(Version 1.5)",,,,,,,,,,,,,,,
milliped,,millipdd,,,"Millipede Dux",,,(hack),,,,,,,,,,,,,,,
milliped,,milliped,,,Millipede,,,,,,,,,,,,,,,,,,
millsun,,millsun,,,"Millennium Sun",,,,,,,,,,,,,,,,,,
mimonkey,,mimonsco,,,"Mighty Monkey",,,"(bootleg on Super Cobra hardware)",,,,,,,,,,,,,,,
mimonkey,,mimonkey,,,"Mighty Monkey",,,,,,,,,,,,,,,,,,
mimonkey,,mimonscr,,,"Mighty Monkey",,,"(bootleg on Scramble hardware)",,,,,,,,,,,,,,,
mimonkey,,mimonscra,,,"Mighty Monkey",,,"(Kaina Games, bootleg on Scramble hardware)",,,,,,,,,,,,,,,
minasan,,minasan,,,"Minasan no Okagesamadesu! Dai Sugoroku Taikai",,,"(MOM-001 ~ MOH-001)",,,,,,,,,,,,,,,
minefld,,minefldfe,,,Minefield,,,"(The Logicshop, bootleg)",,,,,,,,,,,,,,,
minefld,,minefld,,,Minefield,,,,,,,,,,,,,,,,,,
mineswpr,,mineswpr,,,Minesweeper,,,,,,,,,,,,,,,,,,
mineswpr,,mineswpr4,,,Minesweeper,,,(4-Player),,,,,,,,,,,,,,,
minferno,,minferno,,,Inferno,,,(Meadows),,,,,,,,,,,,,,,
miniboy7,,miniboy7a,,,"Mini-Boy 7",,,"(set 2)",,,,,,,,,,,,,,,
miniboy7,,miniboy7,,,"Mini-Boy 7",,,"(set 1)",,,,,,,,,,,,,,,
minigolf,,minigolf2,,,"Mini Golf",,,(10/8/85),,,,,,,,,,,,,,,
minigolf,,minigolf,,,"Mini Golf",,,(11/25/85),,,,,,,,,,,,,,,
minivadr,,minivadr,,,"Mini Vaders",,,,,,,,,,,,,,,,,,
mirage,,mirage,,,"Mirage Youjuu Mahjongden",,,(Japan),,,,,,,,,,,,,,,
mirax,,mirax,,,Mirax,,,"(set 1)",,,,,,,,,,,,,,,
mirninja,,mirninja,,,"Mirai Ninja",,,(Japan),,,,,,,,,,,,,,,
misncrft,,misncrft,,,"Mission Craft",,,"(version 2.7)",,,,,,,,,,,,,,,
misncrft,,misncrfta,,,"Mission Craft",,,"(version 2.4)",,,,,,,,,,,,,,,
missb2,,missb2,,,"Miss Bubble II",,,,,,,,,,,,,,,,,,
missb2,,bublpong,,,"Bubble Pong Pong",,,,,,,,,,,,,,,,,,
missile,,suprmatk,,,"Super Missile Attack",,,"(for rev 1)",,,,,,,,,,,,,,,
missile,,missile1,,,"Missile Command",,,"(rev 1)",,,,,,,,,,,,,,,
missile,,missile,,,"Missile Command",,,"(rev 3)",,,,,,,,,,,,,,,
missile,,suprmatkd,,,"Super Missile Attack",,,"(not encrypted)",,,,,,,,,,,,,,,
missile,,mcombata,,,"Missile Combat",,,"(Videotron bootleg, set 2)",,,,,,,,,,,,,,,
missile,,mcombat,,,"Missile Combat",,,"(Videotron bootleg, set 1)",,,,,,,,,,,,,,,
missile,,missile2,,,"Missile Command",,,"(rev 2)",,,,,,,,,,,,,,,
missile,,mcombats,,,"Missile Combat",,,"(Sidam bootleg)",,,,,,,,,,,,,,,
missw96,,missw96,,,"Miss World '96",,,"(Nude) (C-3000A PCB, set 1)",,,,,,,,,,,,,,,
missw96,,missmw96,,,"Miss Mister World '96",,,(Nude),,,,,,,,,,,,,,,
missw96,,missw96c,,,"Miss World '96",,,"(Nude) (C-3000B PCB)",,,,,,,,,,,,,,,
mj4simai,,mj4simai,,,"Wakakusamonogatari Mahjong Yonshimai",,,(Japan),,,,,,,,,,,,,,,
mjangels,,mjangels,,,"Mahjong Angels - Comic Theater Vol.2",,,(Japan),,,,,,,,,,,,,,,
mjapinky,,mjapinky,,,"Almond Pinky [BET]",,,(Japan),,,,,,,,,,,,,,,
mjcamera,,mjcamera,,,"Mahjong Camera Kozou",,,"(set 1) (Japan 881109)",,,,,,,,,,,,,,,
mjcamerb,,mmcamera,,,"Mahjong Camera Kozou [BET]",,,"(Japan 890509)",,,,,,,,,,,,,,,
mjcamerb,,mjcamerb,,,"Mahjong Camera Kozou",,,"(set 2) (Japan 881109)",,,,,,,,,,,,,,,
mjchuuka,,mjchuuka,,,"Mahjong Chuukanejyo",,,(China),,,,,,,,,,,,,,,
mjclinic,,mjclinic,,,"Mahjong Clinic",,,"(Japan, set 1)",,,,,,,,,,,,,,,
mjclub,,mjclub,,,"Mahjong Club [BET]",,,(Japan),,,,,,,,,,,,,,,
mjcomv1,,mjcomv1,,,"Mahjong Comic Gekijou Vol.1",,,(Japan),,,,,,,,,,,,,,,
mjdchuka,,mjdchuka,,,"Mahjong The Dai Chuuka Ken",,,"(China, D111)",,,,,,,,,,,,,,,
mjdejavu,,mjdejavu,,,"Mahjong Shinkirou Deja Vu",,,(Japan),,,,,,,,,,,,,,,
mjdejavu,,mjdejav2,,,"Mahjong Shinkirou Deja Vu 2",,,(Japan),,,,,,,,,,,,,,,
mjderngr,,mjderngr,,,"Mahjong Derringer",,,(Japan),,,,,,,,,,,,,,,
mjdialq2,,mjdialq2,,,"Mahjong Dial Q2",,,(Japan),,,,,,,,,,,,,,,
mjdiplob,,mjdiplob,,,"Mahjong Diplomat [BET]",,,(Japan),,,,,,,,,,,,,,,
mjegolf,,mjegolf,,,"Mahjong Erotica Golf",,,(Japan),,,,,,,,,,,,,,,
mjelctrn,,mjelct3a,,,"Mahjong Electron Base",,,"(parts 2 & 3, alt., Japan)",,,,,,,,,,,,,,,
mjelctrn,,mjelctrb,,,"Mahjong Electron Base",,,"(parts 2 & 4, Japan, bootleg)",,,,,,,,,,,,,,,
mjelctrn,,mjelctrn,,,"Mahjong Electron Base",,,"(parts 2 & 4, Japan)",,,,,,,,,,,,,,,
mjelctrn,,mjelct3,,,"Mahjong Electron Base",,,"(parts 2 & 3, Japan)",,,,,,,,,,,,,,,
mjflove,,mjflove,,,"Mahjong Fantasic Love",,,(Japan),,,,,,,,,,,,,,,
mjfocus,,mjfocus,,,"Mahjong Focus",,,"(Japan 890313)",,,,,,,,,,,,,,,
mjfocus,,mjfocusm,,,"Mahjong Focus [BET]",,,"(Japan 890510)",,,,,,,,,,,,,,,
mjfocus,,peepshow,,,"Nozokimeguri Mahjong Peep Show",,,"(Japan 890404)",,,,,,,,,,,,,,,
mjfriday,,mjfriday,,,"Mahjong Friday",,,(Japan),,,,,,,,,,,,,,,
mjgaiden,,mjgaiden,,,"Mahjong Gaiden [BET]",,,"(Japan 870803)",,,,,,,,,,,,,,,
mjgottsu,,mjgottsu,,,"Mahjong Gottsu ee-kanji",,,(Japan),,,,,,,,,,,,,,,
mjgottsu,,bakuhatu,,,"Mahjong Bakuhatsu Junjouden",,,(Japan),,,,,,,,,,,,,,,
mjgottub,,mjgottub,,,"Medal Mahjong Gottsu ee-kanji [BET]",,,(Japan),,,,,,,,,,,,,,,
mjgtaste,,mjgtaste,,,"Mahjong G-Taste",,,,,,,,,,,,,,,,,,
mjhokite,,mjhokite,,,"Mahjong Hourouki Okite",,,(Japan),,,,,,,,,,,,,,,
mjifb,,mjifb3,,,"Mahjong If...? [BET]",,,(2931),,,,,,,,,,,,,,,
mjifb,,mjifb2,,,"Mahjong If...? [BET]",,,(2921),,,,,,,,,,,,,,,
mjifb,,mjifb,,,"Mahjong If...? [BET]",,,,,,,,,,,,,,,,,,
mjikaga,,mjikaga,,,"Mahjong Ikaga Desu ka",,,(Japan),,,,,,,,,,,,,,,
mjkinjas,,mjkinjas,,,"Mahjong Kinjirareta Asobi",,,(Japan),,,,,,,,,,,,,,,
mjkjidai,,mjkjidai,,,"Mahjong Kyou Jidai",,,(Japan),,,,,,,,,,,,,,,
mjkoiura,,mjkoiura,,,"Mahjong Koi Uranai",,,"(Japan set 1)",,,,,,,,,,,,,,,
mjkoiura,,mkoiuraa,,,"Mahjong Koi Uranai",,,"(Japan set 2)",,,,,,,,,,,,,,,
mjkojink,,mjkojink,,,"Mahjong Kojinkyouju",,,"(Private Teacher) (Japan)",,,,,,,,,,,,,,,
mjlaman,,mjlaman,,,"Mahjong La Man",,,(Japan),,,,,,,,,,,,,,,
mjleague,,mjleague,,,"Major League",,,,,,,,,,,,,,,,,,
mjlstory,,mjlstory,,,"Mahjong Jikken Love Story",,,(Japan),,,,,,,,,,,,,,,
mjmyorn2,,mjmyorn2,,,"Mahjong The Mysterious Orient Part 2 - Exotic Dream",,,,,,,,,,,,,,,,,,
mjmyorn2,,mjmyornt,,,"Mahjong The Mysterious Orient",,,,,,,,,,,,,,,,,,
mjmyster,,mjmywrld,,,"Mahjong The Mysterious World",,,"(set 2)",,,,,,,,,,,,,,,
mjmyster,,mjmyster,,,"Mahjong The Mysterious World",,,"(set 1)",,,,,,,,,,,,,,,
mjmyuniv,,mjmyuniv,,,"Mahjong The Mysterious Universe",,,"(Japan, D85)",,,,,,,,,,,,,,,
mjnanpas,,mjnanpas,,,"Mahjong Nanpa Story",,,"(Japan 890713)",,,,,,,,,,,,,,,
mjnanpas,,mjnanpaa,,,"Mahjong Nanpa Story",,,"(Japan 890712)",,,,,,,,,,,,,,,
mjnanpas,,mjnanpau,,,"Mahjong Nanpa Story",,,"(Ura) (Japan 890805)",,,,,,,,,,,,,,,
mjnatsu,,natsuiro,,,"Natsuiro Mahjong",,,(Japan),,,,,,,,,,,,,,,
mjnatsu,,mjnatsu,,,"Mahjong Natsu Monogatari",,,(Japan),,,,,,,,,,,,,,,
mjnquest,,mjnquestb,,,"Mahjong Quest",,,"(No Nudity)",,,,,,,,,,,,,,,
mjnquest,,mjnquest,,,"Mahjong Quest",,,(Japan),,,,,,,,,,,,,,,
mjprivat,,mjprivat,,,"Mahjong Private",,,(Japan),,,,,,,,,,,,,,,
mjreach,,mjreach,,,"Mahjong Reach",,,(bootleg),,,,,,,,,,,,,,,
mjreach1,,mjreach1,,,"Mahjong Reach Ippatsu",,,(Japan),,,,,,,,,,,,,,,
mjsenka,,mjsenka,,,"Mahjong Senka",,,(Japan),,,,,,,,,,,,,,,
mjsikaku,,mjsikakd,,,"Mahjong Shikaku",,,"(Japan 880802)",,,,,,,,,,,,,,,
mjsikaku,,mjsikakc,,,"Mahjong Shikaku",,,"(Japan 880806)",,,,,,,,,,,,,,,
mjsikaku,,mjsikakb,,,"Mahjong Shikaku",,,"(Japan 880722)",,,,,,,,,,,,,,,
mjsikaku,,mjsikaku,,,"Mahjong Shikaku",,,"(Japan 880908)",,,,,,,,,,,,,,,
mjsikaku,,mmsikaku,,,"Mahjong Shikaku [BET]",,,"(Japan 880929)",,,,,,,,,,,,,,,
mjsister,,mjsister,,,"Mahjong Sisters",,,(Japan),,,,,,,,,,,,,,,
mjsiyoub,,mjsiyoub,,,"Mahjong Shiyou",,,(Japan),,,,,,,,,,,,,,,
mjtensin,,mjtensin,,,"Mahjong Tensinhai",,,(Japan),,,,,,,,,,,,,,,
mjuraden,,mjuraden,,,"Mahjong Uranai Densetsu",,,(Japan),,,,,,,,,,,,,,,
mjvegasa,,mjvegasa,,,"Mahjong Vegas",,,"(Japan, unprotected)",,,,,,,,,,,,,,,
mjvegasa,,mjvegas,,,"Mahjong Vegas",,,(Japan),,,,,,,,,,,,,,,
mjyarou,,mjyarou,,,"Mahjong Yarou [BET]",,,(Japan),,,,,,,,,,,,,,,
mjyougo,,mjyougo,,,"Mahjong-yougo no Kisotairyoku",,,(Japan),,,,,,,,,,,,,,,
mjyuugi,,mjyuugia,,,"Mahjong Yuugi",,,"(Japan set 2)",,,,,,,,,,,,,,,
mjyuugi,,mjyuugi,,,"Mahjong Yuugi",,,"(Japan set 1)",,,,,,,,,,,,,,,
mjzoomin,,mjzoomin,,,"Mahjong Channel Zoom In",,,(Japan),,,,,,,,,,,,,,,
mk,,mkyawdim4,,,"Mortal Kombat",,,"(Yawdim bootleg, set 4)",,,,,,,,,,,,,,,
mk,,mkla3,,,"Mortal Kombat",,,"(rev 3.0 08/31/92)",,,,,,,,,,,,,,,
mk,,mkla2,,,"Mortal Kombat",,,"(rev 2.0 08/18/92)",,,,,,,,,,,,,,,
mk,,mkyawdim3,,,"Mortal Kombat",,,"(Yawdim bootleg, set 3)",,,,,,,,,,,,,,,
mk,,mkla1,,,"Mortal Kombat",,,"(rev 1.0 08/09/92)",,,,,,,,,,,,,,,
mk,,mkla4,,,"Mortal Kombat",,,"(rev 4.0 09/28/92)",,,,,,,,,,,,,,,
mk,,mkprot4,,,"Mortal Kombat",,,"(prototype, rev 4.0 07/14/92)",,,,,,,,,,,,,,,
mk,,mknifty666,,,"Mortal Kombat",,,"(Nifty Kombo 666, hack)",,,,,,,,,,,,,,,
mk,,mknifty,,,"Mortal Kombat",,,"(Nifty Kombo, hack)",,,,,,,,,,,,,,,
mk,,mkyturbo,,,"Mortal Kombat",,,"(Turbo 3.1 09/09/93, hack)",,,,,,,,,,,,,,,
mk,,mkyturboe,,,"Mortal Kombat",,,"(Turbo 3.0 08/31/92, hack)",,,,,,,,,,,,,,,
mk,,mkprot9,,,"Mortal Kombat",,,"(prototype, rev 9.0 07/28/92)",,,,,,,,,,,,,,,
mk,,mkprot8,,,"Mortal Kombat",,,"(prototype, rev 8.0 07/21/92)",,,,,,,,,,,,,,,
mk,,mkr4,,,"Mortal Kombat",,,"(rev 4.0 T-Unit 02/11/93)",,,,,,,,,,,,,,,
mk,,mkyawdim2,,,"Mortal Kombat",,,"(Yawdim bootleg, set 2)",,,,,,,,,,,,,,,
mk,,mkyawdim,,,"Mortal Kombat",,,"(Yawdim bootleg, set 1)",,,,,,,,,,,,,,,
mk,,mk,,,"Mortal Kombat",,,"(rev 5.0 T-Unit 03/19/93)",,,,,,,,,,,,,,,
mk2,,mk2r91,,,"Mortal Kombat II",,,"(rev L9.1, hack)",,,,,,,,,,,,,,,
mk2,,mk2r14,,,"Mortal Kombat II",,,"(rev L1.4)",,,,,,,,,,,,,,,
mk2,,mk2chal,,,"Mortal Kombat II Challenger",,,(hack),,,,,,,,,,,,,,,
mk2,,mk2r42,,,"Mortal Kombat II",,,"(rev L4.2, hack)",,,,,,,,,,,,,,,
mk2,,mk2r21,,,"Mortal Kombat II",,,"(rev L2.1)",,,,,,,,,,,,,,,
mk2,,mk2r32e,,,"Mortal Kombat II",,,"(rev L3.2 (European))",,,,,,,,,,,,,,,
mk2,,mk2,,,"Mortal Kombat II",,,"(rev L3.1)",,,,,,,,,,,,,,,
mk3,,mk3,,,"Mortal Kombat 3",,,"(rev 2.1)",,,,,,,,,,,,,,,
mk3,,mk3p40,,,"Mortal Kombat 3",,,"(rev 1 chip label p4.0)",,,,,,,,,,,,,,,
mk3,,mk3r20,,,"Mortal Kombat 3",,,"(rev 2.0)",,,,,,,,,,,,,,,
mk3,,mk3r10,,,"Mortal Kombat 3",,,"(rev 1.0)",,,,,,,,,,,,,,,
mk3snes,,mk3snes,,,"Mortal Kombat 3",,,"(SNES bootleg)",,,,,,,,,,,,,,,
mk4,,mk4,,,"Mortal Kombat 4",,,"(version 3.0)",,,,,,,,,,,,,,,
mk4,,mk4a,,,"Mortal Kombat 4",,,"(version 2.1)",,,,,,,,,,,,,,,
mkeibaou,,mkeibaou,,,"Mahjong Keibaou",,,(Japan),,,,,,,,,,,,,,,
mladyhtr,,mladyhtr,,,"Mahjong The Lady Hunter",,,"(Japan 900509)",,,,,,,,,,,,,,,
mlanding,,mlanding,,,"Midnight Landing",,,(Germany),,,,,,,,,,,,,,,
mmaiko,,mmaiko,,,"Maikobana [BET]",,,"(Japan 900911)",,,,,,,,,,,,,,,
mmatrix,,mmatrixj,,,"Mars Matrix: Hyper Solid Shooting",,,"(Japan 000412)",,,,,,,,,,,,,,,
mmatrix,,mmatrix,,,"Mars Matrix: Hyper Solid Shooting",,,"(USA 000412)",,,,,,,,,,,,,,,
mmatrix,,mmatrixd,,,"Mars Matrix: Hyper Solid Shooting",,,"(USA 000412 Phoenix Edition) (bootleg)",,,,,,,,,,,,,,,
mmaulers,,dadandrn,,,"Kyukyoku Sentai Dadandarn",,,"(ver JAA)",,,,,,,,,,,,,,,
mmaulers,,mmaulers,,,"Monster Maulers",,,"(ver EAA)",,,,,,,,,,,,,,,
mmaze,,mmaze,,,"Marchen Maze",,,(Japan),,,,,,,,,,,,,,,
mmehyou,,mmehyou,,,"Medal Mahjong Circuit no Mehyou [BET]",,,(Japan),,,,,,,,,,,,,,,
mmonkey,,mmonkey,,,"Minky Monkey",,,,,,,,,,,,,,,,,,
mmpanic,,mmpanic,,,"Monkey Mole Panic",,,(USA),,,,,,,,,,,,,,,
mnight,,mnight,,,"Mutant Night",,,,,,,,,,,,,,,,,,
mnumber,,mnumber,,,"Mystery Number",,,,,,,,,,,,,,,,,,
mnumitg,,mnumitg,,,"Magic Number",,,"(Italian Gambling Game, Ver 1.5)",,,,,,,,,,,,,,,
mocapb,,mocapbj,,,"Mocap Boxing",,,"(ver JAA)",,,,,,,,,,,,,,,
mocapb,,mocapb,,,"Mocap Boxing",,,"(ver AAA)",,,,,,,,,,,,,,,
mocapglf,,mocapglf,,,"Mocap Golf",,,"(ver UAA)",,,,,,,,,,,,,,,
mofflott,,mofflott,,,"Maze of Flott",,,(Japan),,,,,,,,,,,,,,,
moguchan,,moguchan,,,"Mogu Chan",,,(bootleg?),,,,,,,,,,,,,,,
mogura,,mogura,,,"Mogura Desse",,,(Japan),,,,,,,,,,,,,,,
mole,,mole,,,"Mole Attack",,,,,,,,,,,,,,,,,,
momoko,,momoko,,,"Momoko 120%",,,"(Japanese text)",,,,,,,,,,,,,,,
moneymac,,moneymacd1,,,"Money Machine",,,"(Version 1.7R)",,,,,,,,,,,,,,,
moneymac,,moneymacv2,,,"Money Machine",,,"(Version 1.7LT Dual)",,,,,,,,,,,,,,,
moneymac,,moneymacv1,,,"Money Machine",,,"(Version 1.7R Dual)",,,,,,,,,,,,,,,
moneymac,,moneymac,,,"Money Machine",,,"(Version 1.7E Dual)",,,,,,,,,,,,,,,
moneymac,,moneymacd2,,,"Money Machine",,,"(Version 1.7LT)",,,,,,,,,,,,,,,
mongolnw,,mongolnw,,,"Mongolfier New",,,(Italian),,,,,,,,,,,,,,,
monopldx,,monopldx,,,"Monopoly Deluxe",,,"(JPM) (SYSTEM5 VIDEO)",,,,,,,,,,,,,,,
monopoly,,monoplcl,,,"Monopoly Classic",,,"(JPM) (SYSTEM5 VIDEO)",,,,,,,,,,,,,,,
monopoly,,monopoly,,,Monopoly,,,"(JPM) (SYSTEM5 VIDEO, set 1)",,,,,,,,,,,,,,,
monsterb,,monsterb2,,,"Monster Bash",,,"(2 board version)",,,,,,,,,,,,,,,
monsterb,,monsterb,,,"Monster Bash",,,,,,,,,,,,,,,,,,
monsterz,,monsterz,,,"Monster Zero",,,,,,,,,,,,,,,,,,
montecar,,montecar,,,"Monte Carlo",,,,,,,,,,,,,,,,,,
monymony,,monymony,,,"Money Money",,,,,,,,,,,,,,,,,,
moomesa,,moomesaaab,,,"Wild West C.O.W.-Boys of Moo Mesa",,,"(ver AAB)",,,,,,,,,,,,,,,
moomesa,,moomesa,,,"Wild West C.O.W.-Boys of Moo Mesa",,,"(ver EAB)",,,,,,,,,,,,,,,
moomesa,,moomesabl,,,"Wild West C.O.W.-Boys of Moo Mesa",,,(bootleg),,,,,,,,,,,,,,,
moomesa,,moomesauab,,,"Wild West C.O.W.-Boys of Moo Mesa",,,"(ver UAB)",,,,,,,,,,,,,,,
moonal2,,moonal2b,,,"Moon Alien Part 2",,,"(older version)",,,,,,,,,,,,,,,
moonal2,,moonal2,,,"Moon Alien Part 2",,,,,,,,,,,,,,,,,,
mooncrst,,mooncrs3,,,"Moon Cresta",,,"(bootleg set 3)",,,,,,,,,,,,,,,
mooncrst,,eagle2,,,Eagle,,,"(set 2)",,,,,,,,,,,,,,,
mooncrst,,spctbird,,,"Space Thunderbird",,,,,,,,,,,,,,,,,,
mooncrst,,mooncptc,,,"Moon Cresta",,,"(Petaco S.A. Spanish bootleg)",,,,,,,,,,,,,,,
mooncrst,,mooncmw,,,"Moon War",,,"(Moon Cresta bootleg)",,,,,,,,,,,,,,,
mooncrst,,spcdrag,,,"Space Dragon",,,"(Moon Cresta bootleg, set 1)",,,,,,,,,,,,,,,
mooncrst,,mooncreg,,,"Moon Cresta",,,"(Electrogame S.A. Spanish bootleg)",,,,,,,,,,,,,,,
mooncrst,,mooncrgx,,,"Moon Cresta",,,"(Galaxian hardware)",,,,,,,,,,,,,,,
mooncrst,,mooncrs2,,,"Moon Cresta",,,"(bootleg set 2)",,,,,,,,,,,,,,,
mooncrst,,sstarcrs,,,"Super Star Crest",,,,,,,,,,,,,,,,,,
mooncrst,,starfgmc,,,Starfighter,,,"(Moon Cresta bootleg)",,,,,,,,,,,,,,,
mooncrst,,eagle3,,,Eagle,,,"(set 3)",,,,,,,,,,,,,,,
mooncrst,,spcdraga,,,"Space Dragon",,,"(Moon Cresta bootleg, set 2)",,,,,,,,,,,,,,,
mooncrst,,fantazia,,,Fantazia,,,(bootleg?),,,,,,,,,,,,,,,
mooncrst,,smooncrs,,,"Super Moon Cresta",,,"(Gremlin, bootleg)",,,,,,,,,,,,,,,
mooncrst,,mooncrs4,,,"Moon Crest",,,"(Moon Cresta bootleg)",,,,,,,,,,,,,,,
mooncrst,,eagle,,,Eagle,,,"(set 1)",,,,,,,,,,,,,,,
mooncrst,,mooncrstg,,,"Moon Cresta",,,(Gremlin),,,,,,,,,,,,,,,
mooncrst,,mooncrsto,,,"Moon Cresta",,,"(Nichibutsu, old rev)",,,,,,,,,,,,,,,
mooncrst,,mooncrstuku,,,"Moon Cresta",,,"(Nichibutsu UK, unencrypted)",,,,,,,,,,,,,,,
mooncrst,,mooncrstu,,,"Moon Cresta",,,"(Nichibutsu USA, unencrypted)",,,,,,,,,,,,,,,
mooncrst,,stera,,,Steraranger,,,"(Moon Cresta bootleg)",,,,,,,,,,,,,,,
mooncrst,,mooncrsb,,,"Moon Cresta",,,"(bootleg set 1)",,,,,,,,,,,,,,,
mooncrst,,mooncrsl,,,"Cresta Mundo",,,"(Laguna S.A. Spanish Moon Cresta bootleg)",,,,,,,,,,,,,,,
mooncrst,,mooncrst,,,"Moon Cresta",,,(Nichibutsu),,,,,,,,,,,,,,,
moonqsr,,moonqsr,,,"Moon Quasar",,,,,,,,,,,,,,,,,,
moonwar,,moonwara,,,Moonwar,,,(older),,,,,,,,,,,,,,,
moonwar,,moonwar,,,Moonwar,,,,,,,,,,,,,,,,,,
moonwarp,,moonwarp,,,"Moon War",,,"(prototype on Frenzy hardware)",,,,,,,,,,,,,,,
moremore,,moremore,,,"More More",,,,,,,,,,,,,,,,,,
moremorp,,moremorp,,,"More More Plus",,,,,,,,,,,,,,,,,,
mosaic,,mosaica,,,Mosaic,,,(Fuuki),,,,,,,,,,,,,,,
mosaic,,mosaic,,,Mosaic,,,,,,,,,,,,,,,,,,
mosaicf2,,mosaicf2,,,Mosaic,,,"(F2 System)",,,,,,,,,,,,,,,
motofren,,motofrenmf,,,"Moto Frenzy",,,"(Mini Deluxe Field Test Version)",,,,,,,,,,,,,,,
motofren,,motofrenmd,,,"Moto Frenzy",,,"(Mini Deluxe)",,,,,,,,,,,,,,,
motofren,,motofren,,,"Moto Frenzy",,,,,,,,,,,,,,,,,,
motofren,,motofrenft,,,"Moto Frenzy",,,"(Field Test Version)",,,,,,,,,,,,,,,
motoraid,,motoraid,,,"Motor Raid - Twin",,,,,,,,,,,,,,,,,,
motos,,motos,,,Motos,,,,,,,,,,,,,,,,,,
motoxgo,,motoxgo,,,"Motocross Go!",,,"(MG3 Ver. A)",,,,,,,,,,,,,,,
mouja,,mouja,,,Mouja,,,(Japan),,,,,,,,,,,,,,,
mouser,,mouserc,,,Mouser,,,(Cosmos),,,,,,,,,,,,,,,
mouser,,mouser,,,Mouser,,,,,,,,,,,,,,,,,,
mp_bio,,mp_bio,,,"Bio-hazard Battle",,,"(Mega Play)",,,,,,,,,,,,,,,
mp_col3,,mp_col3,,,"Columns III",,,"(Mega Play)",,,,,,,,,,,,,,,
mp_gaxe2,,mp_gaxe2,,,"Golden Axe II",,,"(Mega Play) (Rev B)",,,,,,,,,,,,,,,
mp_gslam,,mp_gslam,,,"Grand Slam",,,"(Mega Play)",,,,,,,,,,,,,,,
mp_mazin,,mp_mazin,,,"Mazin Wars / Mazin Saga",,,"(Mega Play)",,,,,,,,,,,,,,,
mp_shnb3,,mp_shnb3,,,"Shinobi III",,,"(Mega Play)",,,,,,,,,,,,,,,
mp_soni2,,mp_soni2,,,"Sonic The Hedgehog 2",,,"(Mega Play)",,,,,,,,,,,,,,,
mp_sonic,,mp_sonic,,,"Sonic The Hedgehog",,,"(Mega Play)",,,,,,,,,,,,,,,
mp_sor2,,mp_sor2,,,"Streets of Rage II",,,"(Mega Play)",,,,,,,,,,,,,,,
mp_twc,,mp_twc,,,"Tecmo World Cup",,,"(Mega Play)",,,,,,,,,,,,,,,
mpang,,mpangr1,,,"Mighty! Pang",,,"(Euro 000925)",,,,,,,,,,,,,,,
mpang,,mpangu,,,"Mighty! Pang",,,"(USA 001010)",,,,,,,,,,,,,,,
mpang,,mpang,,,"Mighty! Pang",,,"(Euro 001010)",,,,,,,,,,,,,,,
mpang,,mpangj,,,"Mighty! Pang",,,"(Japan 001011)",,,,,,,,,,,,,,,
mpatrol,,mpatrolw,,,"Moon Patrol",,,(Williams),,,,,,,,,,,,,,,
mpatrol,,mpatrol,,,"Moon Patrol",,,,,,,,,,,,,,,,,,
mplanets,,mplanetsuk,,,"Mad Planets",,,(UK),,,,,,,,,,,,,,,
mplanets,,mplanets,,,"Mad Planets",,,,,,,,,,,,,,,,,,
mquake,,mquake,,,Moonquake,,,,,,,,,,,,,,,,,,
mrdo,,yankeedo,,,"Yankee DO!",,,,,,,,,,,,,,,,,,
mrdo,,mrdot,,,"Mr. Do!",,,(Taito),,,,,,,,,,,,,,,
mrdo,,mrdoy,,,"Mr. Do!",,,(prototype),,,,,,,,,,,,,,,
mrdo,,mrdu,,,"Mr. Du!",,,,,,,,,,,,,,,,,,
mrdo,,mrdo,,,"Mr. Do!",,,,,,,,,,,,,,,,,,
mrdo,,mrlo,,,"Mr. Lo!",,,,,,,,,,,,,,,,,,
mrdo,,mrdofix,,,"Mr. Do!",,,(bugfixed),,,,,,,,,,,,,,,
mrdrillr,,mrdrillrj,,,"Mr. Driller",,,"(Japan, DRI1/VER.A2)",,,,,,,,,,,,,,,
